,Condominio,Aluguel,IPTU,Seguro Incendio,Total,Cidade,Area
4924,R$350,"R$3,300",R$0,R$42,"R$3,692",1,30
4925,"R$2,100","R$6,500",R$890,R$83,"R$9,573",1,219
4926,"R$1,400","R$3,500",R$375,R$45,"R$5,320",1,120
4927,R$569,"R$1,900",R$25,R$25,"R$2,519",1,70
4928,"R$1,420","R$6,160",R$390,R$79,"R$8,049",1,120
4929,"R$1,350","R$4,500",R$160,R$58,"R$6,068",1,92
4930,R$255,"R$2,208",R$76,R$9,"R$2,548",1,40
4931,R$770,"R$1,800",R$75,R$23,"R$2,668",1,58
4932,R$949,"R$3,900",R$0,R$50,"R$4,899",1,35
4933,R$564,R$912,R$0,R$5,"R$1,481",0,85
4934,R$0,"R$5,000",R$242,R$76,"R$5,318",1,170
4935,"R$1,181","R$2,535",R$247,R$33,"R$3,996",1,96
4936,R$560,"R$5,300",R$100,R$68,"R$6,028",1,42
4937,"R$2,202","R$3,600",R$854,R$46,"R$6,702",1,280
4938,R$308,"R$3,300",R$149,R$42,"R$3,799",1,44
4939,R$980,"R$4,000",R$231,R$51,"R$5,262",1,120
4940,"R$2,000","R$5,900",R$604,R$75,"R$8,579",1,180
4941,"R$2,675","R$2,500",R$832,R$32,"R$6,039",1,400
4942,R$295,"R$2,000",R$44,R$26,"R$2,365",1,22
4943,R$313,"R$1,200",R$167,R$16,"R$1,696",1,67
4944,R$658,"R$2,500",R$87,R$32,"R$3,277",1,75
4945,"R$1,630","R$10,990",R$291,R$140,"R$13,050",1,132
4946,R$490,"R$1,900",R$0,R$15,"R$2,405",1,62
4947,"R$1,412","R$4,600",R$563,R$59,"R$6,634",1,122
4948,"R$1,634","R$5,500",R$411,R$70,"R$7,615",1,168
4949,R$0,"R$1,500",R$184,R$23,"R$1,707",1,80
4950,R$300,"R$1,800",R$0,R$23,"R$2,123",1,27
4951,Sem info,"R$1,200",R$0,R$19,"R$1,219",1,50
4952,"R$1,100","R$1,300",R$200,R$17,"R$2,617",0,190
4953,R$200,"R$1,650",R$0,R$21,"R$1,871",1,22
4954,R$460,"R$2,350",R$6,R$30,"R$2,846",0,70
4955,R$0,"R$2,000",R$0,R$31,"R$2,031",1,60
4956,R$500,"R$1,700",R$0,R$22,"R$2,222",1,47
4957,"R$1,310","R$7,150",R$406,R$91,"R$8,957",1,158
4958,R$660,"R$2,900",R$0,R$37,"R$3,597",1,80
4959,"R$3,450","R$6,000","R$1,667",R$77,"R$11,190",1,245
4960,R$900,"R$2,500",R$0,R$32,"R$3,432",1,91
4961,"R$1,700","R$4,500",R$510,R$58,"R$6,768",1,155
4962,"R$2,000","R$8,000",R$710,R$102,"R$10,810",1,140
4963,R$800,"R$3,500",R$221,R$45,"R$4,566",1,97
4964,R$0,R$900,R$0,R$14,R$914,1,70
4965,"R$1,400","R$7,000","R$1,000",R$89,"R$9,489",1,177
4966,R$840,"R$2,980",R$361,R$38,"R$4,219",1,128
4967,R$386,R$830,R$55,R$11,"R$1,282",0,50
4968,"R$1,500","R$5,500",R$891,R$70,"R$7,961",1,162
4969,R$0,"R$3,950",R$412,R$60,"R$4,422",1,96
4970,R$945,"R$2,050",R$126,R$8,"R$3,129",1,78
4971,"R$5,500","R$9,600","R$2,167",R$122,"R$17,390",1,340
4972,R$754,"R$4,500",R$205,R$58,"R$5,517",1,76
4973,"R$4,000","R$8,000","R$2,667",R$102,"R$14,770",1,380
4974,R$0,"R$3,700",R$184,R$56,"R$3,940",1,180
4975,"R$2,500","R$4,800","R$1,125",R$61,"R$8,486",1,161
4976,"R$2,000","R$4,850",R$334,R$62,"R$7,246",1,45
4977,"R$1,513","R$4,350",R$584,R$56,"R$6,503",1,200
4978,R$300,"R$1,500",R$0,R$20,"R$1,820",1,46
4979,"R$2,204","R$3,700",R$209,R$47,"R$6,160",1,50
4980,R$571,"R$1,600",R$100,R$21,"R$2,292",1,57
4981,"R$2,000","R$11,000",R$417,R$140,"R$13,560",1,120
4982,R$970,"R$2,500",R$131,R$32,"R$3,633",0,136
4983,R$503,"R$1,200",R$0,R$16,"R$1,719",1,49
4984,R$420,"R$2,289",R$0,R$29,"R$2,738",1,70
4985,"R$1,160","R$2,700",R$109,R$35,"R$4,004",1,68
4986,"R$3,000","R$5,520",R$0,R$70,"R$8,590",1,45
4987,R$532,"R$1,200",R$49,R$16,"R$1,797",0,60
4988,R$0,"R$2,000",R$323,R$31,"R$2,354",1,120
4989,"R$1,700","R$3,300",R$330,R$42,"R$5,372",0,140
4990,R$0,"R$3,000",R$139,R$46,"R$3,185",1,151
4991,R$150,"R$3,700",R$184,R$47,"R$4,081",1,72
4992,R$550,"R$3,800",R$33,R$49,"R$4,432",1,300
4993,R$230,"R$1,300",R$0,R$17,"R$1,547",1,68
4994,R$0,"R$8,000",R$0,R$121,"R$8,121",1,380
4995,R$750,"R$1,841",R$77,R$7,"R$2,675",1,60
4996,R$246,"R$1,100",R$68,R$14,"R$1,428",0,51
4997,"R$2,800","R$5,500",R$997,R$70,"R$9,367",1,200
4998,R$0,"R$2,000",R$459,R$31,"R$2,490",1,80
4999,R$660,R$650,R$0,R$9,"R$1,319",0,57
5000,R$0,"R$11,000","R$2,000",R$166,"R$13,170",1,327
5001,R$800,"R$8,000","R$1,000",R$102,"R$9,902",1,48
5002,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,90
5003,"R$2,200","R$4,500",R$25,R$58,"R$6,783",1,40
5004,R$800,"R$4,000",R$240,R$51,"R$5,091",1,84
5005,"R$1,293","R$4,673",R$463,R$18,"R$6,447",1,123
5006,R$0,"R$1,608",R$143,R$15,"R$1,766",1,85
5007,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,113
5008,R$782,"R$1,800",R$0,R$9,"R$2,591",1,60
5009,R$447,"R$1,200",R$76,R$16,"R$1,739",0,62
5010,"R$1,500","R$10,000",R$527,R$127,"R$12,150",1,138
5011,"R$1,600","R$8,000",R$628,R$102,"R$10,330",1,156
5012,R$0,"R$3,500",R$403,R$53,"R$3,956",1,280
5013,"R$3,000","R$5,520",R$0,R$70,"R$8,590",1,45
5014,"R$1,050","R$3,000",R$0,R$39,"R$4,089",1,180
5015,"R$2,500","R$4,000","R$1,000",R$29,"R$7,529",1,315
5016,"R$1,200","R$7,000",R$217,R$89,"R$8,506",1,117
5017,R$730,"R$1,100",R$19,R$14,"R$1,863",1,60
5018,R$0,"R$4,200",R$299,R$64,"R$4,563",1,126
5019,R$300,"R$1,800",R$49,R$23,"R$2,172",1,65
5020,R$890,"R$4,000",R$278,R$61,"R$5,229",1,280
5021,R$480,"R$1,300",R$92,R$17,"R$1,889",0,76
5022,"R$2,300","R$7,000",R$891,R$89,"R$10,280",1,178
5023,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
5024,R$0,"R$14,000","R$1,667",R$211,"R$15,880",1,400
5025,"R$3,500","R$2,290","R$10,830",R$30,"R$16,650",1,300
5026,R$600,"R$5,400",R$0,R$69,"R$6,069",1,49
5027,R$0,"R$1,200",R$50,R$16,"R$1,266",1,50
5028,R$633,R$900,R$59,R$4,"R$1,596",0,50
5029,"R$1,000","R$2,400",R$67,R$31,"R$3,498",0,53
5030,"R$2,000","R$6,500",R$417,R$83,"R$9,000",1,200
5031,R$511,"R$3,000",R$203,R$39,"R$3,753",1,71
5032,"R$1,152","R$4,900",R$0,R$63,"R$6,115",1,134
5033,"R$2,600","R$3,600",R$0,R$46,"R$6,246",1,250
5034,R$673,"R$1,664",R$0,R$7,"R$2,344",1,40
5035,R$457,"R$1,170",R$55,R$15,"R$1,697",0,60
5036,"R$2,600","R$2,000",R$584,R$26,"R$5,210",1,180
5037,R$522,"R$1,600",R$0,R$7,"R$2,129",1,68
5038,R$598,"R$1,780",R$0,R$23,"R$2,401",1,72
5039,"R$2,307","R$12,000",R$786,R$153,"R$15,250",1,182
5040,R$774,"R$3,446",R$167,R$21,"R$4,408",1,45
5041,R$0,"R$4,500",R$667,R$68,"R$5,235",1,300
5042,"R$1,200","R$3,500",R$342,R$45,"R$5,087",1,130
5043,"R$1,400","R$5,500",R$622,R$70,"R$7,592",1,132
5044,"R$1,100","R$4,000",R$240,R$51,"R$5,391",1,215
5045,R$500,"R$2,418",R$200,R$31,"R$3,149",1,54
5046,R$0,"R$2,100",R$218,R$27,"R$2,345",1,79
5047,"R$1,000","R$4,000",R$0,R$16,"R$5,016",1,77
5048,"R$1,526","R$3,100",R$309,R$40,"R$4,975",1,150
5049,"R$1,580","R$6,900",R$343,R$88,"R$8,911",1,310
5050,R$0,"R$5,200",R$705,R$79,"R$5,984",1,220
5051,Incluso,"R$1,100",R$0,R$14,"R$1,468",1,45
5052,R$978,"R$2,400",R$105,R$31,"R$3,514",1,80
5053,R$175,"R$1,275",R$0,R$5,"R$1,455",1,36
5054,R$0,"R$9,000",R$567,R$136,"R$9,703",1,320
5055,"R$1,800","R$3,200",R$900,R$41,"R$5,941",1,179
5056,"R$1,100","R$5,000",R$210,R$64,"R$6,374",1,52
5057,"R$1,780","R$6,900",R$0,R$88,"R$8,768",1,190
5058,R$812,"R$2,200",R$0,R$28,"R$3,040",1,105
5059,"R$1,110","R$4,200",R$192,R$54,"R$5,556",1,70
5060,"R$3,366","R$9,000","R$1,800",R$115,"R$14,280",1,254
5061,"R$1,618","R$2,380",R$161,R$31,"R$4,190",1,200
5062,"R$4,300","R$3,380","R$1,334",R$43,"R$9,057",1,300
5063,R$800,"R$3,410",R$270,R$44,"R$4,524",1,86
5064,R$0,"R$4,500",R$385,R$68,"R$4,953",1,190
5065,"R$2,800","R$11,000",R$483,R$140,"R$14,420",1,211
5066,R$60,R$950,R$0,R$13,"R$1,023",1,38
5067,R$0,"R$3,200",R$167,R$49,"R$3,416",1,300
5068,"R$1,100","R$4,348",R$250,R$56,"R$5,754",1,108
5069,R$0,"R$4,500",R$110,R$68,"R$4,678",1,150
5070,R$410,R$720,R$41,R$10,"R$1,181",0,58
5071,"R$2,699","R$8,000",R$917,R$102,"R$11,720",1,198
5072,R$580,R$750,R$0,R$10,"R$1,340",0,47
5073,"R$2,180","R$4,500",R$150,R$58,"R$6,888",1,190
5074,R$472,"R$2,200",R$55,R$28,"R$2,755",1,22
5075,R$632,"R$2,341",R$0,R$9,"R$2,982",1,38
5076,R$400,"R$2,850",R$0,R$37,"R$3,287",1,30
5077,R$500,"R$5,900",R$775,R$89,"R$7,264",0,500
5078,R$0,"R$7,000",R$417,R$106,"R$7,523",1,215
5079,R$540,"R$2,900",R$0,R$37,"R$3,477",1,50
5080,Sem info,"R$9,000","R$1,667",R$136,"R$10,800",1,500
5081,R$0,"R$2,700",R$5,R$35,"R$2,740",1,17
5082,R$890,"R$1,700",R$22,R$22,"R$2,634",1,101
5083,"R$1,250","R$4,200",R$109,R$54,"R$5,613",1,87
5084,R$650,"R$1,000",R$12,R$13,"R$1,675",1,72
5085,"R$1,100","R$3,100",R$367,R$40,"R$4,607",1,123
5086,R$280,"R$1,000",R$138,R$13,"R$1,431",1,70
5087,R$327,R$595,R$12,R$8,R$942,0,40
5088,"R$1,500",R$650,R$0,R$9,"R$2,159",0,47
5089,"R$1,133","R$7,000",R$0,R$89,"R$8,222",1,115
5090,R$450,"R$2,344",R$0,R$9,"R$2,803",1,36
5091,"R$5,000","R$5,000","R$1,084",R$64,"R$11,150",1,340
5092,R$0,"R$6,500",R$209,R$98,"R$6,807",1,200
5093,"R$2,229","R$4,500",R$484,R$58,"R$7,271",1,150
5094,"R$1,975","R$2,970",R$459,R$38,"R$5,442",1,98
5095,"R$2,600","R$8,500",R$524,R$108,"R$11,730",1,300
5096,R$450,"R$2,700",R$0,R$35,"R$3,185",1,35
5097,R$440,"R$3,300",R$10,R$42,"R$3,792",1,63
5098,"R$1,246","R$5,500",R$0,R$70,"R$6,816",1,150
5099,R$0,"R$4,850",R$334,R$73,"R$5,257",1,170
5100,R$560,"R$3,200",R$88,R$49,"R$3,897",0,110
5101,R$350,"R$2,450",R$237,R$32,"R$3,069",1,55
5102,R$100,"R$1,000",R$76,R$13,"R$1,189",1,47
5103,R$0,"R$1,150",R$75,R$18,"R$1,243",1,80
5104,"R$1,037","R$4,000",R$245,R$51,"R$5,333",1,65
5105,Sem info,"R$1,000",R$0,R$16,"R$1,016",0,35
5106,R$0,"R$1,765",R$0,R$27,"R$1,792",1,100
5107,"R$4,922","R$15,000","R$3,565",R$191,"R$23,680",1,540
5108,R$463,"R$1,000",R$17,R$13,"R$1,493",0,47
5109,R$0,"R$11,000",R$917,R$166,"R$12,080",1,272
5110,"R$1,347","R$4,650",R$241,R$59,"R$6,297",1,90
5111,R$620,"R$2,300",R$119,R$30,"R$3,069",1,83
5112,R$270,"R$1,300",R$0,R$17,"R$1,587",1,35
5113,R$0,"R$14,000","R$1,834",R$211,"R$16,050",1,260
5114,R$0,"R$5,100",R$183,R$77,"R$5,360",1,130
5115,"R$2,347","R$8,400","R$1,105",R$107,"R$11,960",1,218
5116,Incluso,"R$2,060",R$0,R$27,"R$2,087",1,20
5117,R$990,"R$2,500",R$71,R$32,"R$3,593",1,70
5118,R$0,"R$7,000",R$900,R$106,"R$8,006",1,400
5119,"R$1,155","R$4,000",R$112,R$51,"R$5,318",1,60
5120,"R$3,250","R$13,000","R$1,121",R$165,"R$17,540",1,240
5121,"R$2,900","R$14,000",R$917,R$178,"R$18,000",1,245
5122,Sem info,"R$8,200",R$0,R$124,"R$8,324",1,140
5123,R$300,"R$3,600",R$120,R$46,"R$4,066",1,120
5124,"R$1,200","R$3,900",R$484,R$50,"R$5,634",1,110
5125,R$660,"R$4,400",R$41,R$56,"R$5,157",1,42
5126,"R$3,500","R$10,500",R$0,R$134,"R$14,130",1,300
5127,R$400,"R$1,900",R$0,R$25,"R$2,325",1,50
5128,"R$1,650","R$2,230",R$567,R$29,"R$4,476",1,110
5129,R$678,"R$2,406",R$0,R$10,"R$3,094",1,72
5130,"R$1,100","R$3,280",R$484,R$50,"R$4,914",1,130
5131,"R$2,700","R$2,000",R$250,R$26,"R$4,976",1,170
5132,R$440,R$892,R$17,R$12,"R$1,361",0,38
5133,R$0,"R$3,900",R$145,R$59,"R$4,104",1,138
5134,R$492,"R$1,900",R$83,R$25,"R$2,500",0,45
5135,"R$2,200","R$11,050","R$1,500",R$141,"R$14,890",1,230
5136,Incluso,"R$3,500",R$189,R$53,"R$3,742",0,206
5137,"R$1,500","R$13,800",R$375,R$175,"R$15,850",1,135
5138,R$0,"R$3,500",R$292,R$53,"R$3,845",1,300
5139,R$450,"R$1,650",R$30,R$21,"R$2,151",1,25
5140,R$0,"R$8,000",R$700,R$121,"R$8,821",1,200
5141,"R$1,300","R$3,400",R$200,R$44,"R$4,944",1,150
5142,R$954,"R$2,800",R$199,R$36,"R$3,989",1,54
5143,R$860,"R$2,600",R$209,R$33,"R$3,702",1,82
5144,R$850,"R$6,000",R$250,R$77,"R$7,177",1,84
5145,Incluso,"R$3,000",R$321,R$46,"R$3,367",1,200
5146,"R$2,400","R$3,600",R$464,R$46,"R$6,510",1,230
5147,R$200,"R$1,400",R$0,R$10,"R$1,610",1,56
5148,R$150,"R$1,294",R$0,R$6,"R$1,450",1,50
5149,"R$2,300","R$9,500","R$1,000",R$121,"R$12,920",1,163
5150,"R$1,170","R$2,200",R$242,R$28,"R$3,640",1,35
5151,R$0,"R$2,750",R$125,R$42,"R$2,917",1,120
5152,R$250,"R$1,300",R$75,R$17,"R$1,642",0,60
5153,R$630,"R$1,550",R$84,R$20,"R$2,284",1,54
5154,Sem info,"R$3,680",R$666,R$56,"R$4,402",1,250
5155,R$410,"R$1,998",R$43,R$26,"R$2,477",1,50
5156,Incluso,"R$2,800",R$350,R$43,"R$3,193",1,300
5157,R$0,"R$1,300",R$250,R$20,"R$1,570",0,130
5158,"R$1,150","R$5,300",R$167,R$68,"R$6,685",1,120
5159,R$428,"R$3,900",R$5,R$50,"R$4,383",1,89
5160,R$582,"R$2,000",R$142,R$26,"R$2,750",0,69
5161,R$0,"R$1,650",R$0,R$25,"R$1,675",1,55
5162,Sem info,"R$3,200",R$0,R$49,"R$3,249",1,110
5163,R$399,"R$1,650",R$0,R$21,"R$2,070",1,50
5164,R$380,"R$1,328",R$50,R$10,"R$1,768",0,80
5165,R$360,"R$2,583",R$0,R$10,"R$2,953",1,66
5166,"R$2,047","R$2,200",R$902,R$28,"R$5,177",1,180
5167,"R$1,415","R$6,500",R$339,R$83,"R$8,337",1,135
5168,R$569,"R$2,024",R$71,R$8,"R$2,672",1,74
5169,R$680,"R$2,200",R$11,R$28,"R$2,919",1,56
5170,R$600,R$650,R$35,R$9,"R$1,294",0,40
5171,R$800,"R$3,100",R$203,R$40,"R$4,143",1,86
5172,Incluso,"R$1,500",R$0,R$23,"R$1,523",1,70
5173,R$50,"R$1,150",R$50,R$15,"R$1,265",1,30
5174,R$0,"R$12,000",R$817,R$181,"R$13,000",1,438
5175,R$730,"R$1,200",R$89,R$16,"R$2,035",0,72
5176,R$762,"R$3,500",R$65,R$45,"R$4,372",1,66
5177,R$452,"R$1,000",R$42,R$13,"R$1,507",0,70
5178,"R$6,000","R$15,000","R$4,900",R$191,"R$26,090",1,1000
5179,R$0,"R$4,100",R$269,R$62,"R$4,431",0,380
5180,"R$2,648","R$8,000",R$667,R$102,"R$11,420",0,248
5181,"R$1,200","R$2,800",R$145,R$36,"R$4,181",1,109
5182,"R$1,100","R$2,400",R$92,R$31,"R$3,623",0,135
5183,R$954,"R$2,800",R$199,R$36,"R$3,989",1,54
5184,R$0,"R$2,750",R$100,R$42,"R$2,892",1,170
5185,R$530,"R$3,350",R$0,R$43,"R$3,923",1,45
5186,"R$2,420","R$4,500",R$680,R$58,"R$7,658",1,180
5187,R$271,R$980,R$21,R$13,"R$1,285",0,51
5188,"R$2,124","R$7,000",R$882,R$89,"R$10,100",1,166
5189,R$0,"R$13,000","R$1,417",R$196,"R$14,610",1,350
5190,R$498,R$870,R$90,R$12,"R$1,470",0,63
5191,R$700,"R$1,250",R$150,R$16,"R$2,116",1,73
5192,"R$1,560","R$4,000","R$1,021",R$51,"R$6,632",1,126
5193,"R$2,100","R$2,975",R$117,R$38,"R$5,230",1,87
5194,"R$1,320","R$10,600",R$870,R$135,"R$12,930",1,171
5195,R$587,"R$3,250",R$113,R$42,"R$3,992",1,65
5196,"R$1,200","R$5,500",R$220,R$70,"R$6,990",1,63
5197,R$500,"R$2,500",R$75,R$32,"R$3,107",1,59
5198,R$0,"R$1,210",R$59,R$19,"R$1,288",1,70
5199,R$0,"R$2,735",R$19,R$42,"R$2,796",1,90
5200,R$568,"R$2,399",R$0,R$31,"R$2,998",1,35
5201,R$700,"R$3,300",R$9,R$42,"R$4,051",1,30
5202,"R$2,200","R$4,000",R$250,R$51,"R$6,501",1,61
5203,R$751,"R$2,350",R$127,R$30,"R$3,258",0,54
5204,"R$1,800","R$2,000",R$416,R$26,"R$4,242",1,32
5205,R$920,"R$1,300",R$129,R$17,"R$2,366",0,90
5206,R$985,"R$5,500",R$110,R$70,"R$6,665",1,93
5207,R$417,R$520,R$23,R$7,R$967,0,44
5208,"R$2,200","R$5,500",R$832,R$70,"R$8,602",1,220
5209,R$0,"R$2,500",R$220,R$38,"R$2,758",1,100
5210,R$700,"R$1,800",R$0,R$26,"R$2,526",1,55
5211,"R$1,149","R$4,930",R$266,R$63,"R$6,408",1,100
5212,R$815,"R$3,200",R$149,R$41,"R$4,205",1,35
5213,R$916,"R$5,650",R$59,R$72,"R$6,697",1,60
5214,R$0,"R$3,200",R$267,R$49,"R$3,516",1,162
5215,Sem info,"R$5,000",R$46,R$76,"R$5,122",1,165
5216,R$700,"R$2,820",R$167,R$36,"R$3,723",1,97
5217,R$480,"R$1,200",R$50,R$16,"R$1,746",0,55
5218,"R$2,100","R$10,500",R$792,R$134,"R$13,530",1,230
5219,R$840,"R$3,260",R$34,R$42,"R$4,176",1,77
5220,"R$1,200","R$2,350",R$151,R$30,"R$3,731",1,42
5221,Incluso,"R$3,000",R$117,R$46,"R$3,163",1,180
5222,R$650,"R$1,300",R$34,R$17,"R$2,001",1,50
5223,R$0,"R$4,800",R$300,R$73,"R$5,173",1,200
5224,R$0,"R$8,000","R$1,525",R$121,"R$9,646",1,290
5225,R$443,"R$3,800",R$89,R$49,"R$4,381",1,49
5226,"R$1,100","R$2,863",R$0,R$37,"R$4,000",1,38
5227,"R$4,500","R$4,800","R$1,500",R$61,"R$10,860",1,280
5228,R$630,"R$6,443",R$20,R$82,"R$7,175",1,68
5229,"R$1,100","R$1,500",R$292,R$20,"R$2,912",1,70
5230,R$0,"R$2,167",R$169,R$33,"R$2,369",0,280
5231,"R$1,100","R$8,000",R$167,R$102,"R$9,369",1,140
5232,R$0,"R$3,400",R$132,R$52,"R$3,584",1,225
5233,R$0,"R$1,400",R$85,R$22,"R$1,507",1,70
5234,R$900,"R$2,800",R$142,R$36,"R$3,878",1,81
5235,R$0,"R$1,200",R$41,R$16,"R$1,257",1,19
5236,"R$3,240","R$11,000",R$92,R$140,"R$14,470",1,233
5237,R$750,"R$1,375",R$17,R$18,"R$2,160",1,43
5238,Incluso,"R$1,200",R$0,R$19,"R$1,219",1,50
5239,R$679,"R$5,000",R$359,R$64,"R$6,102",1,54
5240,"R$1,000","R$1,884",R$0,R$11,"R$2,895",1,50
5241,R$0,"R$7,677",R$950,R$116,"R$8,743",1,336
5242,"R$2,490","R$15,000","R$1,200",R$191,"R$18,880",1,208
5243,R$0,"R$6,000",R$667,R$91,"R$6,758",1,150
5244,R$0,"R$3,000",R$125,R$46,"R$3,171",0,200
5245,"R$1,700","R$15,000",R$667,R$191,"R$17,560",1,200
5246,R$80,"R$1,275",R$87,R$17,"R$1,459",1,40
5247,R$0,"R$1,150",R$30,R$15,"R$1,195",1,35
5248,R$0,R$900,R$11,R$14,R$925,1,35
5249,R$980,"R$2,500",R$0,R$11,"R$3,491",1,90
5250,R$0,"R$11,500","R$2,000",R$173,"R$13,670",1,300
5251,R$0,"R$10,000","R$1,008",R$151,"R$11,160",1,520
5252,"R$1,545","R$12,000",R$818,R$153,"R$14,520",1,180
5253,R$0,"R$5,000",R$225,R$76,"R$5,301",1,160
5254,R$700,"R$3,536",R$0,R$28,"R$4,264",1,72
5255,"R$1,195",R$680,R$220,R$9,"R$2,104",1,43
5256,R$0,"R$6,400",R$547,R$97,"R$7,044",1,120
5257,R$0,"R$1,300",R$70,R$20,"R$1,390",1,70
5258,R$890,"R$2,500",R$84,R$32,"R$3,506",1,86
5259,R$618,"R$2,372",R$0,R$8,"R$2,998",1,67
5260,R$540,"R$4,000",R$50,R$51,"R$4,641",1,37
5261,R$0,"R$5,500",R$675,R$83,"R$6,258",1,350
5262,R$0,"R$1,450",R$5,R$22,"R$1,477",0,70
5263,"R$2,078","R$7,000",R$505,R$89,"R$9,672",1,159
5264,R$0,"R$4,500",R$125,R$68,"R$4,693",1,220
5265,R$500,"R$1,650",R$0,R$21,"R$2,171",1,70
5266,"R$2,159","R$5,000",R$386,R$64,"R$7,609",1,164
5267,"R$2,173","R$8,000",R$600,R$102,"R$10,880",1,190
5268,"R$1,700","R$5,700",R$492,R$73,"R$7,965",1,190
5269,R$300,"R$1,500",R$0,R$20,"R$1,820",1,35
5270,R$560,"R$3,200",R$88,R$49,"R$3,897",0,110
5271,"R$1,000","R$3,200",R$245,R$41,"R$4,486",1,65
5272,"R$3,400","R$15,000","R$2,667",R$191,"R$21,260",1,392
5273,"R$1,115","R$2,790",R$321,R$36,"R$4,262",1,114
5274,R$0,"R$4,450",R$223,R$67,"R$4,740",1,190
5275,R$0,"R$1,550",R$0,R$24,"R$1,574",1,115
5276,R$248,"R$1,200",R$42,R$16,"R$1,506",1,65
5277,R$0,"R$3,000",R$0,R$39,"R$3,039",1,59
5278,"R$1,500","R$6,600",R$0,R$84,"R$8,184",1,68
5279,R$553,"R$1,437",R$58,R$19,"R$2,067",1,46
5280,"R$1,250","R$2,800",R$209,R$36,"R$4,295",1,57
5281,R$243,R$850,R$0,R$11,"R$1,104",0,48
5282,"R$3,519","R$6,800","R$1,219",R$87,"R$11,630",1,245
5283,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
5284,R$50,"R$1,360",R$0,R$18,"R$1,428",1,45
5285,R$630,"R$1,338",R$72,R$17,"R$2,057",0,60
5286,R$640,"R$4,200",R$52,R$54,"R$4,946",1,76
5287,R$782,"R$5,300",R$145,R$68,"R$6,295",1,84
5288,"R$1,097","R$3,200",R$319,R$41,"R$4,657",1,101
5289,"R$3,500","R$8,000",R$0,R$102,"R$11,600",1,310
5290,"R$2,380","R$5,950",R$192,R$76,"R$8,598",1,183
5291,R$900,"R$2,652",R$107,R$9,"R$3,668",1,73
5292,"R$2,890","R$7,150",R$862,R$91,"R$10,990",1,290
5293,"R$1,250","R$7,925",R$0,R$29,"R$9,204",1,150
5294,"R$2,600","R$2,300",R$0,R$30,"R$4,930",1,68
5295,R$367,"R$1,950",R$84,R$25,"R$2,426",1,51
5296,R$0,"R$2,200",R$113,R$28,"R$2,341",1,120
5297,"R$1,510","R$6,000",R$631,R$77,"R$8,218",1,146
5298,"R$1,500","R$4,400",R$432,R$56,"R$6,388",1,104
5299,"R$1,800","R$11,000",R$592,R$140,"R$13,530",1,146
5300,R$0,"R$2,000",R$166,R$31,"R$2,197",0,200
5301,R$0,"R$1,250",R$19,R$19,"R$1,288",1,44
5302,R$595,"R$3,380",R$0,R$43,"R$4,018",1,42
5303,R$0,"R$1,300",R$180,R$20,"R$1,500",0,60
5304,R$540,"R$2,000",R$85,R$26,"R$2,651",1,60
5305,R$393,R$647,R$15,R$9,"R$1,064",0,50
5306,R$184,"R$4,400",R$136,R$56,"R$4,776",1,63
5307,R$0,"R$3,000",R$190,R$46,"R$3,236",1,70
5308,"R$1,324","R$3,250",R$571,R$42,"R$5,187",1,130
5309,R$0,"R$1,850",R$0,R$24,"R$1,874",1,30
5310,R$450,"R$2,500",R$30,R$32,"R$3,012",1,36
5311,"R$5,000","R$12,000","R$1,584",R$153,"R$18,740",1,257
5312,"R$2,070","R$6,000",R$715,R$77,"R$8,862",1,198
5313,"R$4,374","R$12,750",R$929,R$162,"R$18,220",1,280
5314,"R$4,500","R$12,750","R$1,417",R$162,"R$18,830",1,373
5315,"R$3,000","R$5,120",R$500,R$65,"R$8,685",1,300
5316,R$0,"R$2,800",R$250,R$43,"R$3,093",1,220
5317,R$400,"R$1,077",R$0,R$14,"R$1,491",1,50
5318,"R$1,090","R$1,200",R$217,R$16,"R$2,523",0,110
5319,"R$3,100","R$10,000","R$1,167",R$127,"R$14,390",1,280
5320,Sem info,"R$10,000","R$2,707",R$151,"R$12,860",1,400
5321,"R$2,300","R$10,000","R$1,218",R$127,"R$13,650",1,245
5322,R$0,"R$7,200",R$600,R$109,"R$7,909",1,320
5323,"R$4,300","R$3,900","R$1,084",R$50,"R$9,334",1,209
5324,R$0,"R$9,600",R$584,R$145,"R$10,330",1,360
5325,"R$1,400","R$13,500",R$375,R$172,"R$15,450",1,113
5326,R$475,"R$2,078",Incluso,R$7,"R$2,560",1,75
5327,R$547,"R$1,140",R$100,R$15,"R$1,802",0,73
5328,"R$1,267","R$4,500",R$334,R$58,"R$6,159",1,130
5329,"R$2,400","R$10,000",R$584,R$127,"R$13,110",1,160
5330,"R$1,500","R$8,000",R$555,R$102,"R$10,160",1,220
5331,"R$1,900","R$3,410",R$100,R$44,"R$5,454",1,185
5332,R$880,"R$2,600",R$105,R$33,"R$3,618",1,37
5333,R$0,"R$1,450",R$0,R$22,"R$1,472",1,60
5334,R$520,"R$4,400",R$120,R$56,"R$5,096",1,70
5335,Sem info,"R$3,100",R$0,R$40,"R$3,140",1,50
5336,R$720,"R$3,100",R$28,R$40,"R$3,888",1,85
